Rank,Name,week,DB,MAN %,FP/DB,ZONE %,FP/DB,1-HI/MOF C %,FP/DB,2-HI/MOF O %,FP/DB,COVER 0 %,COVER 1 %,COVER 2 %,COVER 2 MAN %,COVER 3 %,COVER 4 %,COVER 6 %,Season
28,DEN,13,26,0.269,0.56,0.692,0.3,0.615,0.46,0.385,0.23,0.077,0.192,0.077,0,0.385,0.115,0.115,2022
29,ATL,13,25,0.24,1.06,0.72,0.18,0.68,0.58,0.32,-0.03,0,0.24,0.2,0,0.44,0.04,0.04,2022
30,CLE,13,24,0.167,0,0.792,0.33,0.542,0.17,0.458,0.28,0,0.125,0.083,0.042,0.375,0.25,0.083,2022
1,TB,14,56,0.071,0.03,0.893,0.16,0.304,0.16,0.696,0.24,0,0.071,0.286,0,0.268,0.125,0.214,2022
2,LAC,14,56,0.286,0.3,0.679,0.28,0.714,0.3,0.286,0.48,0.071,0.196,0.107,0.018,0.518,0.036,0.018,2022
3,DEN,14,53,0.377,0.58,0.585,0.29,0.377,0.62,0.623,0.5,0.057,0.245,0.226,0.075,0.132,0.208,0.019,2022
4,ARI,14,52,0.096,0.1,0.846,0.25,0.673,0.23,0.327,0.23,0.019,0.077,0.135,0,0.596,0.115,0,2022
5,NYJ,14,51,0.216,0.2,0.765,0.19,0.51,0.19,0.49,0.2,0,0.196,0.118,0.02,0.333,0.216,0.098,2022
6,CLE,14,48,0.229,0.21,0.583,0.47,0.5,0.23,0.479,0.45,0.042,0.188,0.146,0,0.271,0.167,0,2022
7,MIN,14,45,0.422,0.42,0.4,0.58,0.422,0.75,0.578,0.37,0.022,0.311,0.178,0.089,0.111,0.022,0.089,2022
8,TEN,14,44,0.159,0.61,0.818,0.25,0.341,0.15,0.659,0.54,0.023,0.091,0.273,0.045,0.25,0.205,0.091,2022
9,KC,14,44,0.455,0.54,0.455,0.19,0.523,0.53,0.477,0.51,0,0.455,0.023,0,0.068,0.318,0.045,2022
10,NYG,14,43,0.233,1.1,0.744,0.29,0.488,0.64,0.512,0.32,0,0.233,0.023,0,0.256,0.349,0.116,2022
11,JAX,14,43,0.209,1.27,0.767,0.49,0.581,0.54,0.419,0.78,0.023,0.186,0.047,0,0.395,0.279,0.047,2022
12,DAL,14,42,0.024,0.36,0.952,0.25,0.262,0.3,0.738,0.36,0,0.024,0.381,0,0.238,0.262,0.071,2022
13,SEA,14,42,0.167,0.31,0.738,0.38,0.619,0.14,0.381,1.18,0.024,0.143,0.048,0,0.452,0.19,0.048,2022
14,DET,14,41,0.146,0.76,0.854,0.62,0.512,0.97,0.488,0.28,0,0.146,0.195,0,0.366,0.171,0.122,2022
15,LA,14,41,0.512,0.48,0.439,0.23,0.707,0.43,0.268,0.18,0.073,0.439,0.122,0,0.268,0.049,0,2022
16,CIN,14,37,0.108,0.34,0.865,0.48,0.378,0.65,0.622,0.37,0,0.108,0.189,0,0.27,0.135,0.27,2022
17,NE,14,37,0.027,0,0.919,0.24,0.595,0.22,0.405,0.25,0,0.027,0.189,0,0.568,0.054,0.108,2022
18,PHI,14,36,0.611,0.68,0.389,0.19,0.722,0.62,0.278,0.14,0.194,0.389,0,0.028,0.333,0.028,0.028,2022
19,PIT,14,35,0.229,0.17,0.714,0.32,0.514,0.33,0.486,0.45,0.029,0.171,0.029,0.029,0.343,0.2,0.143,2022
20,MIA,14,33,0.152,0.28,0.848,0.4,0.424,0.66,0.576,0.17,0,0.121,0.212,0.03,0.333,0.03,0.273,2022
21,BUF,14,33,0.333,0.22,0.667,0.48,0.576,0.26,0.424,0.58,0,0.333,0,0,0.242,0.394,0.03,2022
22,HOU,14,29,0.276,0.2,0.655,0.64,0.69,0.52,0.276,0.29,0,0.276,0.207,0,0.379,0.034,0.034,2022
23,CAR,14,28,0.107,0.1,0.857,0.48,0.857,0.37,0.143,0.71,0.036,0.071,0,0,0.75,0.036,0.071,2022
24,SF,14,24,0.208,1.06,0.792,0.88,0.542,1.03,0.458,0.79,0.083,0.083,0.25,0.042,0.458,0,0.083,2022
25,BAL,14,23,0.304,0.16,0.696,0.35,0.87,0.26,0.13,0.51,0,0.304,0,0,0.565,0,0.13,2022
26,LV,14,23,0.174,0.45,0.783,0.14,0.565,0.13,0.435,0.26,0.043,0.13,0,0,0.435,0.13,0.217,2022
1,MIN,15,63,0.175,0.4,0.698,0.43,0.492,0.33,0.492,0.72,0,0.175,0.159,0,0.286,0.175,0.079,2022
2,SEA,15,48,0.146,0.14,0.833,0.25,0.563,0.26,0.438,0.4,0,0.146,0.063,0,0.417,0.271,0.083,2022
3,TB,15,46,0.261,0.27,0.63,0.2,0.565,0.19,0.413,0.88,0,0.239,0.109,0.022,0.326,0.13,0.065,2022
4,KC,15,46,0.283,0.34,0.652,0.72,0.5,0.84,0.5,0.49,0,0.283,0.217,0,0.217,0.152,0.065,2022
5,LAC,15,45,0.267,0.25,0.689,0.24,0.467,0.32,0.489,0.17,0.022,0.244,0.311,0,0.222,0.111,0.044,2022
6,JAX,15,45,0.244,0.82,0.689,0.49,0.556,0.45,0.444,0.87,0.022,0.222,0.222,0,0.311,0.156,0,2022
7,BUF,15,43,0.558,0.8,0.442,0.42,0.651,0.37,0.349,1.13,0.093,0.465,0.14,0,0.279,0.023,0,2022
8,CIN,15,42,0.214,1.33,0.738,0.25,0.595,0.29,0.381,1.05,0.071,0.143,0.119,0,0.452,0.119,0.048,2022
9,PHI,15,42,0.286,0.56,0.714,0.19,0.667,0.29,0.333,0.29,0.071,0.214,0.119,0,0.452,0.071,0.071,2022
10,LV,15,41,0.244,1.04,0.756,0.32,0.659,0.46,0.341,0.56,0,0.244,0.195,0,0.415,0.098,0.049,2022
11,ARI,15,40,0.075,-0.33,0.925,0.14,0.475,0.1,0.525,0.1,0,0.075,0.025,0,0.4,0.125,0.375,2022
12,NYJ,15,40,0.525,0.45,0.45,0.59,0.65,0.46,0.35,0.57,0.05,0.375,0,0.1,0.25,0.175,0.025,2022
13,DET,15,38,0.211,1.11,0.789,0.17,0.526,0.57,0.474,0.15,0,0.211,0,0,0.316,0.421,0.053,2022
14,IND,15,37,0.351,0.42,0.649,0.25,0.595,0.17,0.405,0.51,0.054,0.27,0.027,0.027,0.324,0.081,0.216,2022
15,ATL,15,35,0.314,0.19,0.629,0.15,0.457,0.19,0.543,0.24,0.057,0.229,0.086,0.029,0.229,0.229,0.086,2022
16,BAL,15,35,0.171,0.19,0.829,0.16,0.657,0.13,0.343,0.23,0,0.171,0,0,0.486,0.257,0.086,2022
17,NYG,15,34,0.118,0.18,0.882,0.25,0.529,0.24,0.471,0.25,0,0.088,0.265,0.029,0.441,0.147,0.029,2022
18,DAL,15,34,0.324,0.47,0.618,0.65,0.676,0.3,0.324,1.21,0.059,0.235,0.059,0.029,0.412,0.147,0,2022
19,HOU,15,33,0.273,0.12,0.515,0.62,0.485,0.03,0.515,1.18,0.03,0.242,0.182,0,0.182,0.121,0.03,2022
20,DEN,15,33,0,0,1,0.3,0.667,0.38,0.333,0.14,0,0,0.212,0,0.667,0.03,0.091,2022
21,GB,15,33,0.152,0.29,0.727,0.43,0.485,0.45,0.515,0.29,0.03,0.121,0.121,0,0.333,0.121,0.152,2022
22,NE,15,33,0.485,0.09,0.515,0.24,0.697,0.19,0.303,0.12,0.091,0.394,0.091,0,0.303,0.061,0.061,2022
23,CHI,15,33,0.152,1.05,0.848,0.55,0.667,0.44,0.333,1.01,0.03,0.121,0.091,0,0.545,0.152,0.061,2022
24,MIA,15,33,0.394,0.46,0.545,0.67,0.636,0.74,0.364,0.21,0.03,0.364,0.152,0,0.212,0.091,0.091,2022
25,WAS,15,33,0.182,1.07,0.697,0.32,0.394,0.75,0.606,0.16,0,0.182,0,0,0.212,0.121,0.364,2022
26,CLE,15,32,0.188,0.37,0.719,0.25,0.469,0.41,0.531,0.35,0.094,0.094,0.063,0,0.375,0.125,0.156,2022
27,TEN,15,32,0.125,0.3,0.875,0.22,0.469,0.3,0.531,0.17,0.063,0.063,0,0,0.406,0.219,0.25,2022
28,CAR,15,28,0.286,0.36,0.607,0.37,0.893,0.51,0.071,0.28,0,0.286,0.071,0,0.536,0,0,2022
29,SF,15,28,0.286,0.13,0.714,0.79,0.536,0.59,0.464,0.61,0,0.286,0.071,0,0.25,0.036,0.357,2022
30,LA,15,27,0.111,0.2,0.889,0.29,0.37,0.18,0.63,0.34,0,0.111,0.185,0,0.259,0.111,0.333,2022
31,PIT,15,23,0.304,0.61,0.696,0.18,0.609,0.38,0.391,0.21,0.043,0.261,0.043,0,0.348,0.261,0.043,2022
32,NO,15,21,0.238,1.15,0.762,0.97,0.619,0.96,0.381,1.1,0,0.238,0.048,0,0.381,0.286,0.048,2022
1,NYJ,17,50,0.18,0.15,0.78,0.16,0.54,0.13,0.46,0.14,0,0.18,0.12,0,0.36,0.02,0.28,2022
2,HOU,17,49,0.306,0.09,0.673,0.28,0.653,0.24,0.347,0.17,0,0.286,0.265,0.02,0.367,0.041,0,2022
3,TB,17,48,0.146,0.14,0.813,0.73,0.438,0.25,0.563,0.89,0,0.146,0.208,0,0.292,0.208,0.104,2022
4,KC,17,45,0.289,0.39,0.644,0.54,0.733,0.39,0.267,1.02,0.044,0.244,0,0,0.444,0.111,0.089,2022
5,DAL,17,44,0.318,0.22,0.659,0.37,0.568,0.32,0.432,0.55,0.023,0.295,0.045,0,0.273,0.25,0.091,2022
6,MIA,17,44,0.114,-0.11,0.886,0.47,0.477,0.49,0.523,0.32,0.023,0.091,0.386,0,0.386,0.045,0.068,2022
7,ARI,17,44,0.318,0.51,0.682,0.22,0.523,0.24,0.477,0.38,0.068,0.25,0.227,0,0.273,0.114,0.068,2022
8,DEN,17,43,0.186,0.24,0.814,0.44,0.442,0.41,0.558,0.4,0,0.14,0.047,0.047,0.302,0.349,0.116,2022
9,TEN,17,42,0.143,1,0.81,0.17,0.476,0.25,0.524,0.32,0.024,0.119,0.429,0,0.333,0.048,0,2022
10,CAR,17,41,0.195,0.77,0.732,0.62,0.61,0.69,0.341,0.6,0.024,0.171,0.122,0,0.415,0.122,0.073,2022
11,MIN,17,39,0.205,0.06,0.718,0.47,0.231,0.52,0.769,0.45,0,0.179,0.128,0.026,0.077,0.205,0.308,2022
12,PHI,17,38,0.263,0.25,0.684,0.4,0.395,0.67,0.605,0.17,0,0.184,0.237,0.079,0.158,0.289,0,2022
13,LV,17,38,0.237,0.76,0.579,0.87,0.579,0.77,0.421,0.66,0,0.237,0.105,0,0.342,0.079,0.053,2022
14,NE,17,36,0.5,0.48,0.472,0.21,0.722,0.43,0.278,0.49,0.139,0.361,0.083,0,0.361,0.028,0,2022
15,SF,17,35,0.343,0.66,0.6,0.3,0.714,0.37,0.286,0.92,0.057,0.286,0.114,0,0.429,0,0.057,2022
16,SEA,17,35,0.257,0.81,0.686,0.17,0.4,0.59,0.6,0.36,0.029,0.229,0.314,0,0.143,0.114,0.114,2022
17,WAS,17,32,0.125,-0.15,0.875,0.13,0.563,0.05,0.438,0.16,0,0.063,0.125,0.063,0.5,0.188,0.063,2022
18,CHI,17,32,0.375,0.51,0.625,0.33,0.719,0.58,0.281,-0.07,0.031,0.344,0.219,0,0.375,0,0.031,2022
19,LAC,17,31,0.161,1.18,0.806,0.3,0.742,0.7,0.258,0.2,0.032,0.129,0,0,0.581,0.032,0.194,2022
20,JAX,17,31,0.29,0.44,0.677,0.06,0.548,0.26,0.452,0.06,0,0.29,0.226,0,0.258,0.097,0.097,2022
21,NO,17,31,0.355,0.25,0.645,0.27,0.548,0.36,0.452,0.15,0,0.29,0,0.065,0.258,0.355,0.032,2022
22,DET,17,31,0.419,1.37,0.581,0.24,0.774,0.65,0.226,0.95,0.032,0.387,0.161,0,0.387,0.032,0,2022
23,IND,17,30,0.2,0.83,0.733,0.19,0.5,0.45,0.5,0.18,0,0.167,0,0.033,0.333,0.233,0.167,2022
24,PIT,17,29,0.172,0,0.759,0.29,0.483,0.23,0.517,0.5,0.034,0.138,0.172,0,0.345,0.103,0.138,2022
25,GB,17,29,0.276,0.06,0.69,0.82,0.69,0.71,0.276,0.34,0.034,0.241,0,0,0.448,0.103,0.138,2022
26,ATL,17,29,0.103,0,0.793,0.33,0.69,0.29,0.31,0.23,0,0.069,0.034,0.034,0.621,0.069,0.069,2022
27,NYG,17,28,0.357,0.42,0.571,0.31,0.571,0.36,0.429,0.99,0,0.357,0.036,0,0.214,0.321,0,2022
28,CLE,17,25,0.04,0,0.88,0.89,0.44,1.15,0.56,0.49,0,0.04,0.08,0,0.4,0.2,0.2,2022
29,BAL,17,25,0.24,1,0.72,0.22,0.84,0.39,0.12,0.6,0,0.24,0.04,0,0.6,0.04,0.04,2022
30,LA,17,24,0.375,0.34,0.583,0.15,0.792,0.26,0.208,0.06,0.042,0.25,0,0.083,0.5,0.042,0.042,2022
1,CIN,16,55,0.073,-0.1,0.818,0.38,0.255,0.39,0.745,0.49,0.018,0.055,0.473,0,0.2,0.091,0.055,2022
2,MIN,16,52,0.212,0.92,0.731,0.25,0.231,0.65,0.75,0.41,0.115,0.077,0.077,0.019,0.135,0.25,0.269,2022
3,ARI,16,49,0.041,0,0.898,0.19,0.347,0.04,0.612,0.22,0,0.02,0.265,0.02,0.306,0.224,0.102,2022
4,NYG,16,49,0.367,0.44,0.633,0.38,0.673,0.45,0.327,0.3,0,0.327,0.02,0.041,0.367,0.041,0.204,2022
5,TB,16,48,0.188,0.02,0.771,0.24,0.333,0.15,0.667,0.34,0.083,0.063,0.313,0.042,0.271,0.104,0.083,2022
6,DET,16,46,0.109,2.08,0.783,0.35,0.435,0.64,0.565,0.57,0.065,0.043,0.087,0,0.37,0.239,0.087,2022
7,DAL,16,44,0.25,0.17,0.636,0.59,0.568,0.4,0.432,0.93,0.023,0.227,0.023,0,0.318,0.159,0.136,2022
8,SEA,16,44,0.25,0.25,0.409,0.26,0.227,0.34,0.773,0.28,0,0.136,0.114,0.114,0.068,0.136,0.091,2022
9,DEN,16,42,0.095,0.46,0.833,0.13,0.619,0.27,0.381,0.3,0,0.095,0.024,0,0.5,0.167,0.143,2022
10,GB,16,42,0.524,0.15,0.405,0.36,0.524,0.33,0.476,0.36,0.167,0.357,0.119,0,0.19,0.095,0,2022
11,PHI,16,42,0.357,0.98,0.619,0.23,0.476,0.39,0.5,0.61,0.048,0.286,0.333,0.024,0.214,0.071,0,2022
12,NYJ,16,40,0.225,0.17,0.75,0.29,0.55,0.19,0.45,0.29,0,0.225,0.15,0,0.3,0.225,0.075,2022
13,PIT,16,40,0.2,0.34,0.775,0.2,0.525,0.24,0.475,0.43,0,0.175,0.325,0.025,0.35,0.05,0.05,2022
14,ATL,16,37,0.27,0.27,0.676,0.25,0.459,0.32,0.541,0.19,0.162,0.108,0.216,0,0.351,0.054,0.054,2022
15,NE,16,37,0.189,0.31,0.757,0.4,0.73,0.39,0.243,0.8,0,0.162,0.189,0.027,0.568,0,0,2022
16,LAC,16,36,0.083,0.29,0.833,0.22,0.528,0.23,0.472,0.19,0,0.083,0.167,0,0.417,0.167,0.083,2022
17,IND,16,36,0.222,0.09,0.778,0.07,0.472,-0.03,0.528,0.17,0,0.222,0.194,0,0.222,0.111,0.25,2022
18,JAX,16,36,0.222,0.21,0.778,0.39,0.361,0.35,0.639,0.34,0,0.222,0,0,0.139,0.444,0.194,2022
19,WAS,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
20,HOU,16,35,0.314,0.52,0.514,0.13,0.486,0.36,0.514,0.36,0.029,0.286,0.057,0,0.171,0.257,0.029,2022
21,LV,16,35,0.257,0.12,0.629,0.35,0.543,0.18,0.457,0.37,0,0.257,0.2,0,0.371,0.029,0.029,2022
22,CLE,16,33,0.212,0.07,0.758,0.16,0.515,0.22,0.485,0.04,0.061,0.152,0.061,0,0.364,0.333,0,2022
23,CHI,16,33,0.121,0.22,0.758,0.22,0.364,0.18,0.606,0.39,0,0.121,0.091,0,0.242,0.303,0.121,2022
24,BUF,16,31,0.194,0.99,0.774,0.44,0.742,0.71,0.258,0.83,0,0.194,0.161,0,0.516,0.032,0.065,2022
25,KC,16,31,0.226,0.84,0.742,0.59,0.581,0.98,0.419,0.47,0,0.226,0,0,0.355,0.258,0.129,2022
26,LA,16,29,0.172,0.99,0.759,0.35,0.759,0.47,0.241,0.99,0.034,0.138,0,0,0.586,0.069,0.103,2022
27,TEN,16,28,0.321,0.02,0.643,0.22,0.571,0.04,0.429,0.21,0,0.321,0.429,0,0.214,0,0,2022
28,MIA,16,27,0.037,0.4,0.926,0.52,0.185,1.42,0.815,0.29,0,0,0.185,0.037,0.185,0.259,0.296,2022
29,SF,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
30,CAR,16,22,0.455,0.51,0.455,0.47,0.636,0.5,0.364,0.87,0.091,0.364,0.091,0,0.273,0,0.091,2022
31,BAL,16,18,0.278,1.14,0.667,0.31,0.5,0.45,0.5,0.58,0.056,0.222,0.056,0,0.333,0.167,0.111,2022
32,NO,16,15,0.667,0.09,0.333,0.35,1,0.18,0,0,0,0.667,0,0,0.333,0,0,2022
1,LV,18,49,0.224,0.18,0.714,0.27,0.184,0.21,0.816,0.35,0.041,0.041,0.245,0.143,0.122,0.122,0.224,2022
2,BAL,18,48,0.188,0.2,0.729,0.17,0.771,0.23,0.188,0,0.021,0.167,0.063,0,0.583,0.063,0.021,2022
3,LAC,18,46,0.152,1.5,0.826,0.36,0.565,0.57,0.435,0.48,0,0.152,0,0,0.413,0.065,0.348,2022
4,CIN,18,45,0.022,0,0.933,0.29,0.311,0.2,0.689,0.3,0.022,0,0.089,0,0.311,0.311,0.222,2022
5,NYG,18,44,0.409,0.18,0.5,0.37,0.614,0.36,0.364,0.16,0,0.409,0,0,0.182,0.25,0.068,2022
6,HOU,18,42,0.31,0.77,0.667,0.31,0.69,0.56,0.31,0.52,0.024,0.286,0.19,0,0.405,0.071,0,2022
7,NE,18,42,0.143,1.7,0.786,0.13,0.5,0.7,0.5,0.2,0.024,0.119,0.071,0,0.357,0.167,0.19,2022
8,DAL,18,42,0,0,1,0.22,0.333,0.12,0.667,0.28,0,0,0.071,0,0.333,0.524,0.071,2022
9,PHI,18,42,0.262,0.17,0.714,0.29,0.524,0.35,0.476,0.1,0.119,0.143,0.095,0,0.381,0.071,0.167,2022
10,CLE,18,41,0.171,0.62,0.732,0.48,0.366,0.38,0.634,0.53,0.073,0.073,0.049,0.024,0.293,0.22,0.171,2022
11,IND,18,41,0.22,0.46,0.659,0.29,0.537,0.66,0.463,0.11,0,0.22,0.366,0,0.22,0.049,0.024,2022
12,SEA,18,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
13,DET,18,36,0.111,0.21,0.889,0.27,0.528,0.26,0.472,0.27,0,0.111,0.194,0,0.417,0.139,0.139,2022
14,BUF,18,36,0.278,0.2,0.694,0.66,0.556,0.78,0.444,0.44,0.056,0.222,0.222,0,0.333,0.083,0.056,2022
15,TEN,18,35,0.314,0.11,0.657,0.41,0.8,0.34,0.171,0.18,0.029,0.257,0.057,0.029,0.543,0.029,0.029,2022
16,ATL,18,34,0.059,-0.06,0.853,0.44,0.765,0.4,0.235,0.81,0,0.059,0.088,0,0.676,0.029,0.059,2022
17,MIN,18,34,0.118,0.17,0.794,0.44,0.324,0.51,0.676,0.5,0.029,0.088,0.353,0,0.235,0.088,0.118,2022
18,TB,18,34,0.353,0.84,0.588,0.15,0.676,0.13,0.324,0.95,0.118,0.235,0.088,0,0.441,0.029,0.029,2022
19,NYJ,18,33,0.394,0.1,0.515,0.29,0.727,0.23,0.273,0.05,0.03,0.364,0.152,0,0.364,0,0,2022
20,MIA,18,33,0.182,0.17,0.818,0.2,0.273,0.15,0.727,0.21,0,0.182,0.03,0,0.091,0.576,0.121,2022
21,JAX,18,33,0.212,1.02,0.697,0.23,0.636,0.44,0.364,0.27,0,0.212,0.182,0,0.424,0.03,0.061,2022
22,LA,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
23,ARI,18,31,0.29,0.2,0.71,0.34,0.871,0.39,0.129,-0.31,0,0.29,0.065,0,0.581,0.065,0,2022
24,GB,18,31,0.323,0.5,0.645,0.35,0.516,0.52,0.484,0.24,0.032,0.258,0.323,0.032,0.258,0.032,0.032,2022
25,KC,18,31,0.419,0.22,0.484,0.51,0.452,0.13,0.548,0.77,0.065,0.29,0.065,0.065,0.161,0.129,0.129,2022
26,PIT,18,31,0.355,0.66,0.613,0.24,0.452,0.19,0.548,0.55,0.161,0.194,0.097,0,0.258,0.226,0.032,2022
27,CHI,18,30,0.233,0.16,0.733,0.14,0.6,0.46,0.4,0.02,0,0.233,0.1,0,0.333,0.033,0.267,2022
28,DEN,18,29,0.207,0.99,0.759,0.6,0.379,0.26,0.621,1.13,0.034,0.172,0.034,0,0.207,0.138,0.379,2022
29,NO,18,26,0.154,0.04,0.846,0.49,0.577,0.59,0.423,0.19,0,0.154,0.038,0,0.423,0.346,0.038,2022
30,SF,18,26,0.231,2.32,0.731,0.34,0.846,0.74,0.154,1.06,0.038,0.192,0.038,0,0.654,0,0.038,2022
31,WAS,18,25,0.16,0.33,0.84,0.53,0.72,0.57,0.28,0.33,0.04,0.12,0.12,0,0.6,0.04,0.08,2022
32,CAR,18,20,0.45,0.29,0.5,-0.02,0.65,0.05,0.35,0.26,0,0.4,0.05,0.05,0.2,0.25,0,2022
